age,monthly_income,loan_amount,loan_term,dti,credit_history,num_dependents,name,job,city,default
43,7443,28281,24,0.41499775837075425,5,2,Ahmad 638,Mechanical Engineer,Miri,1
31,8499,49442,48,0.32694210025469495,0,5,John 639,Dentist,Subang Jaya,1
32,2971,29091,24,0.6066893231978858,3,3,Ahmad 640,Civil Engineer,Kajang,1
30,6565,39328,12,0.9304486005450311,7,0,John 641,Dentist,Cyberjaya,1
52,3069,49219,12,0.8369278328446237,6,0,Ahmad 642,Human Resources Manager,Sepang,1
36,5060,19610,60,0.9954836107332199,2,0,John 643,Customer Service Representative,Lahad Datu,1
28,4486,2079,48,0.02256858320237709,9,1,Ahmad 644,Grab Driver,Kangar,0
58,1700,30850,12,0.11285814471276223,2,1,John 645,Waiter,Kuching,1
32,5848,47751,48,0.609467763366622,2,2,Ahmad 646,Nurse,Jasin,1
44,5286,21590,48,0.8205764393338497,0,0,John 647,Teacher,Kluang,1
48,7958,31951,60,0.28524434230676654,9,2,Ahmad 648,Electrician,Bentong,1
28,6222,16327,48,0.23921108803421876,0,0,John 649,Marketing Manager,Johor Bahru,1
48,9581,13755,24,0.7869757993812009,5,1,Ahmad 650,Nurse,Muar,1
56,5214,8235,48,0.05638185385323158,0,3,John 651,Electrician,Kuala Lumpur,0
46,4788,18197,60,0.3693826475825851,4,3,Ahmad 652,Waiter,Kuantan,1
28,4631,22473,60,0.5058092225923297,3,3,John 653,Police Officer,Mentakab,1
48,4120,3031,60,0.5603486743503234,4,5,Ahmad 654,Mechanic,Raub,1
48,1700,42282,12,0.7286151567927769,6,3,John 655,Mechanical Engineer,Putrajaya,1
57,4559,42863,24,0.35484572343065823,5,4,Ahmad 656,Financial Advisor,Kluang,1
61,1700,15287,12,0.6126843446746072,8,0,John 657,Pharmacist,Rawang,1
56,5904,39679,36,0.5853754227909563,5,3,Ahmad 658,Data Scientist,Sri Aman,1
47,2519,45463,24,0.5476161006537471,8,4,John 659,Dentist,Kampar,1
37,3211,33230,48,0.6404832931422122,3,4,Ahmad 660,Mechanical Engineer,Mersing,1
29,3661,20037,60,0.2594491710680763,0,4,John 661,Electrician,Sitiawan,1
53,4590,28052,36,0.08464875358462898,0,2,Ahmad 662,Real Estate Agent,Sungai Petani,1
40,5013,4340,24,0.11927167203974343,9,2,John 663,Mechanical Engineer,Nilai,0
33,7168,41644,12,0.22458238265390107,6,4,Ahmad 664,Doctor,Sibu,1
48,3844,49664,60,0.5001979355227852,2,5,John 665,Human Resources Manager,Subang Jaya,1
49,5960,46203,12,0.8404427505460201,1,3,Ahmad 666,Lawyer,Kota Kinabalu,1
33,10461,2141,24,0.7012933420883841,5,0,John 667,Electrician,Kuantan,0
55,5754,26425,24,0.7890406042020471,5,5,Ahmad 668,Police Officer,Taiping,1
26,4639,20281,36,0.3509756239260914,6,1,John 669,Receptionist,Mersing,1
38,3441,43049,48,0.40465374164855017,4,2,Ahmad 670,Electrician,Kota Kinabalu,1
25,4611,21425,12,0.3936818859906128,7,3,John 671,Journalist,Kluang,1
45,3227,35806,36,0.19187318440450152,6,3,Ahmad 672,Police Officer,Nilai,1
22,5537,33113,60,0.06121665814357202,1,1,John 673,Journalist,Sitiawan,1
30,5207,5270,48,0.5909160928272268,0,1,Ahmad 674,Civil Engineer,Kuching,0
50,1700,43814,36,0.9892166834205861,8,3,John 675,Clerk,Alor Setar,1
25,4962,5683,12,0.16682970495026284,4,1,Ahmad 676,Software Engineer,Shah Alam,0
53,7152,40884,24,0.046684819899273755,4,3,John 677,Director,Sibu,1
21,4201,30809,60,0.779531681823933,9,5,Ahmad 678,Editor,Raub,1
38,3694,35552,12,0.2525860066847242,3,1,John 679,Director,Sandakan,1
52,2244,4786,48,0.8296438053529284,1,5,Ahmad 680,Lawyer,Besut,1
31,1700,22650,48,0.7039366670345154,4,5,John 681,Financial Advisor,Dungun,1
41,6662,29706,24,0.9456735370508046,1,1,Ahmad 682,Project Manager,Kuala Lumpur,1
46,4637,10190,24,0.408927235756672,6,3,John 683,Plumber,Arau,1
45,6544,39196,60,0.6619698394506341,8,4,Ahmad 684,Nurse,Sibu,1
42,8062,40449,60,0.4648547808132707,8,3,John 685,Electrician,Kangar,1
47,6842,40661,24,0.6305886973085435,5,0,Ahmad 686,Lawyer,Nilai,1
33,3915,30709,24,0.44959890600773733,0,1,John 687,Software Engineer,Sungai Petani,1
53,5289,46429,48,0.18863224642407483,5,2,Ahmad 688,Journalist,Kota Tinggi,1
54,3770,15892,24,0.5078974160033809,4,1,John 689,Journalist,Raub,1
61,3583,10643,36,0.5285842014374423,3,0,Ahmad 690,Real Estate Agent,Teluk Intan,1
55,5685,10943,12,0.8106038482601611,5,5,John 691,Clerk,Kota Tinggi,1
21,3335,44240,24,0.7355207057935812,5,2,Ahmad 692,Customer Service Representative,Gua Musang,1
41,1700,46760,60,0.6637916239414441,5,2,John 693,Business Analyst,Kuching,1
26,3223,22042,36,0.11338709555257254,1,3,Ahmad 694,Graphic Designer,Bukit Mertajam,1
48,4386,44894,60,0.720616290663715,6,4,John 695,Sales Executive,Klang,1
37,8042,7869,36,0.5003051563545148,3,3,Ahmad 696,Journalist,Kuantan,1
25,4018,41437,24,0.8940995361061592,8,2,John 697,Lawyer,Pasir Gudang,1
51,6023,45306,12,0.9198709341305428,9,2,Ahmad 698,Editor,Kluang,1
25,4663,43833,60,0.05515659060178546,1,4,John 699,Civil Engineer,Jitra,1
58,7452,21918,36,0.8206415603544788,4,1,Ahmad 700,Financial Advisor,Sandakan,1
23,7314,29379,48,0.03769739042267062,3,4,John 701,Data Scientist,Cyberjaya,1
43,7352,43939,24,0.36716962569502265,8,5,Ahmad 702,Lawyer,Jitra,1
57,1700,26274,12,0.5422999756210791,3,3,John 703,Operations Manager,Port Dickson,1
57,5413,18696,24,0.14810079862712744,7,1,Ahmad 704,Real Estate Agent,Alor Setar,1
30,6517,3962,48,0.7463138125690768,7,3,John 705,Marketing Manager,Ampang,1
30,5763,14851,12,0.008354704172138572,5,4,Ahmad 706,Mechanical Engineer,Batu Pahat,1
39,6273,46747,48,0.16859904843403684,5,1,John 707,Technician,Subang Jaya,1
37,5116,6296,24,0.5807968298534757,7,4,Ahmad 708,Human Resources Manager,Bukit Mertajam,1
41,3510,15745,36,0.7143875620372924,9,5,John 709,Sales Executive,Muar,1
34,1700,6730,24,0.9166431026939161,8,0,Ahmad 710,Architect,Bayan Lepas,1
29,3708,14921,24,0.7054966519346239,4,2,John 711,Architect,Chukai,1
21,10356,33894,24,0.671779270254866,0,1,Ahmad 712,Graphic Designer,Jasin,1
33,4028,6602,60,0.3943411463506643,0,2,John 713,Mechanical Engineer,Ampang,0
24,1700,18575,48,0.0012844255268014138,1,0,Ahmad 714,Waiter,Jasin,1
21,6465,20023,48,0.12015925873562194,9,1,John 715,Editor,Arau,1
60,6710,46349,48,0.5345545447560391,9,2,Ahmad 716,Plumber,Ampang,1
52,7574,16997,60,0.6751298858444197,4,2,John 717,Journalist,Bentong,1
54,5941,18750,36,0.4174482838964625,3,1,Ahmad 718,CEO,Port Dickson,1
48,6691,42979,24,0.7306790115283902,0,2,John 719,Factory Worker,Kangar,1
51,8680,23837,36,0.5218622953321788,3,2,Ahmad 720,Pharmacist,Kuala Terengganu,1
28,3509,15997,60,0.07417619559431221,3,1,John 721,Nurse,Lahad Datu,1
59,3112,40439,48,0.19201625096794883,9,2,Ahmad 722,Content Creator,Keningau,1
46,2810,24067,24,0.8399982232439429,3,2,John 723,Pharmacist,Gua Musang,1
54,4468,46039,12,0.7249127466244395,0,3,Ahmad 724,Doctor,Bentong,1
23,7866,21923,12,0.894761987012495,8,5,John 725,Grab Driver,Tanah Merah,1
32,6056,9876,36,0.11755724912093657,2,3,Ahmad 726,Financial Advisor,Seremban,0
21,5977,3887,48,0.9902225346150739,3,0,John 727,Technician,Tawau,1
64,1700,43422,12,0.2094067139499336,4,3,Ahmad 728,Content Creator,Petaling Jaya,1
25,3613,37854,36,0.01177987628664201,6,3,John 729,Accountant,Muar,1
50,1700,37948,60,0.9974229390535542,5,0,Ahmad 730,Journalist,Jasin,1
50,7342,3841,36,0.28107388544511314,4,2,John 731,Pharmacist,Pasir Mas,0
37,8171,29756,36,0.6680194525125599,7,2,Ahmad 732,Grab Driver,Putrajaya,1
43,6559,7040,36,0.1766823141763052,0,3,John 733,Director,Pasir Gudang,0
35,3026,11304,24,0.5802285321991417,6,0,Ahmad 734,Editor,Johor Bahru,1
57,7964,31341,36,0.9040349864545593,5,2,John 735,Waiter,Sitiawan,1
41,4493,5758,36,0.3201811674284386,4,4,Ahmad 736,Accountant,Keningau,1
34,2571,18010,24,0.6702539760443592,6,1,John 737,Data Scientist,Segamat,1
22,3071,32658,24,0.1879035887984165,2,1,Ahmad 738,Plumber,Bahau,1
31,4139,38782,60,0.6247953987187252,0,5,John 739,Clerk,Seremban,1
59,5099,2375,48,0.33645035181751015,8,1,Ahmad 740,Software Engineer,Teluk Intan,0
58,4677,34949,12,0.21120825858795167,1,3,John 741,Software Engineer,Miri,1
54,2174,23092,12,0.31318205070363514,9,1,Ahmad 742,Clerk,Bayan Lepas,1
58,7426,1490,36,0.17884106850779935,2,1,John 743,Social Media Manager,Subang Jaya,0
54,4698,4729,60,0.9019161078378828,7,4,Ahmad 744,Architect,Jasin,1
38,3572,6974,36,0.39718688631712884,9,2,John 745,Mechanical Engineer,Bentong,1
50,7220,20680,12,0.24527930497436734,8,4,Ahmad 746,Software Engineer,Nilai,1
35,2633,19324,24,0.4484078410159329,2,3,John 747,Technician,Kota Bharu,1
47,1742,32334,48,0.32053616680649555,5,1,Ahmad 748,Mechanic,Rawang,1
54,7544,22398,60,0.744419253813326,6,2,John 749,Marketing Manager,Sepang,1
58,8782,35650,24,0.9712199118854944,0,5,Ahmad 750,Business Analyst,George Town,1
53,4075,22292,48,0.4380336566976468,6,5,John 751,Civil Engineer,Lahad Datu,1
44,4908,36755,60,0.8610333999722404,3,1,Ahmad 752,Business Analyst,Cyberjaya,1
35,2706,39353,60,0.5658630735596195,4,1,John 753,CEO,Keningau,1
50,5010,4159,12,0.15723566509423348,7,5,Ahmad 754,Delivery Rider,Putrajaya,0
62,4048,33626,24,0.6906227420813416,3,5,John 755,Nurse,Petaling Jaya,1
37,4795,30351,60,0.5134344971258201,3,3,Ahmad 756,Chef,George Town,1
25,5818,38298,60,0.6506065232521034,7,1,John 757,Editor,Petaling Jaya,1
49,2803,18065,48,0.889687412571665,4,5,Ahmad 758,Delivery Rider,Miri,1
24,4276,22638,12,0.4404345706560461,5,0,John 759,Content Creator,Melaka City,1
30,1700,2073,36,0.9011776232173556,4,5,Ahmad 760,Software Engineer,Shah Alam,1
37,4290,47511,12,0.7506690142816549,0,2,John 761,Social Media Manager,Miri,1
30,4813,19771,36,0.48860492587798476,6,2,Ahmad 762,Waiter,Puchong,1
37,5457,36461,24,0.6032221356579637,5,0,John 763,Lawyer,Subang Jaya,1
40,5479,43330,24,0.32558113251901144,1,3,Ahmad 764,Nurse,Shah Alam,1
44,6807,30320,60,0.9835972997387742,6,1,John 765,Lawyer,Kajang,1
25,1920,5340,24,0.667351163050396,5,1,Ahmad 766,Director,Cameron Highlands,1
54,2027,35924,60,0.043846852496629896,4,5,John 767,Nurse,Iskandar Puteri,1
26,6057,17184,12,0.32662190574800876,7,2,Ahmad 768,Business Analyst,Butterworth,1
22,1700,41734,24,0.6233144337590575,4,3,John 769,Lawyer,Muar,1
33,5366,3580,12,0.0563332777992398,1,3,Ahmad 770,Business Analyst,Cameron Highlands,0
63,2639,41025,12,0.023884191319142767,5,3,John 771,Social Media Manager,Taiping,1
63,8145,29967,24,0.45002423952780257,0,5,Ahmad 772,Business Analyst,Muar,1
31,5500,3159,12,0.33269017969267,4,1,John 773,Police Officer,Langkawi,0
43,4561,49940,24,0.4382986080331659,5,3,Ahmad 774,Editor,Segamat,1
36,7455,14900,24,0.26269330988000517,6,5,John 775,Journalist,Gua Musang,1
51,2873,12440,24,0.1647177469429809,1,5,Ahmad 776,Police Officer,Kuantan,1
31,3253,15678,36,0.6891433569803377,0,0,John 777,Receptionist,Bayan Lepas,1
36,2477,48204,12,0.5145711162678005,5,4,Ahmad 778,Nurse,Batu Pahat,1
28,3269,13021,48,0.20015421124936683,2,3,John 779,Mechanic,Port Dickson,1
24,5122,7772,24,0.3195894262599983,4,4,Ahmad 780,Plumber,Kota Kinabalu,1
60,5987,2627,12,0.5918079076633259,1,1,John 781,Receptionist,Rawang,0
24,6922,45432,60,0.07222934827247784,0,5,Ahmad 782,Operations Manager,Kota Kinabalu,1
45,1700,9219,24,0.14745300926617955,0,3,John 783,Journalist,Kuantan,1
23,4656,24464,24,0.07324560410739012,3,2,Ahmad 784,Marketing Manager,Semporna,1
52,2783,31232,48,0.8123173327141189,9,1,John 785,Customer Service Representative,Alor Setar,1
23,4589,43481,36,0.7524092332120093,1,0,Ahmad 786,Journalist,Cameron Highlands,1
47,9668,9488,36,0.7533129318792571,0,0,John 787,Electrician,Kampar,1
49,5583,35949,24,0.716325343476028,5,4,Ahmad 788,Sales Executive,Kulim,1
52,6798,45362,12,0.6693854236698692,3,5,John 789,Plumber,Jitra,1
39,8921,40932,60,0.476991915378175,9,4,Ahmad 790,Plumber,Bahau,1
41,7254,19981,60,0.642278163507115,6,2,John 791,Civil Engineer,Kluang,1
25,4104,1901,12,0.03836155478797465,5,2,Ahmad 792,Pharmacist,Langkawi,0
38,2448,23444,24,0.6214644226567846,4,0,John 793,Architect,Bentong,1
48,4939,43058,60,0.7778777055368772,9,3,Ahmad 794,Marketing Manager,Bukit Mertajam,1
62,3864,19061,36,0.5003583603843902,1,0,John 795,Mechanic,Jitra,1
42,1950,3881,12,0.35751332842723693,4,0,Ahmad 796,Social Media Manager,Klang,1
41,5481,30863,48,0.2774267348009791,8,2,John 797,Waiter,Batu Pahat,1
26,5531,46826,24,0.6428020501620825,8,4,Ahmad 798,CEO,Batu Pahat,1
21,8538,6622,12,0.6928011986299087,1,2,John 799,CEO,Bayan Lepas,0
25,4276,2378,60,0.8709675998625426,6,5,Ahmad 800,Accountant,Kapit,1
61,5560,18632,24,0.34233408246099073,9,2,John 801,Customer Service Representative,Kuantan,1
32,3669,29311,36,0.7697723073855856,3,2,Ahmad 802,Data Scientist,Segamat,1
46,6746,6650,24,0.5613558241893379,2,0,John 803,Business Analyst,Puchong,0
54,4750,46201,24,0.8828364906780791,0,3,Ahmad 804,Doctor,Miri,1
34,2654,43224,36,0.5278121082956208,2,0,John 805,Electrician,Puchong,1
46,4973,8036,36,0.5176298283979672,8,1,Ahmad 806,Project Manager,Mersing,1
47,5781,40255,24,0.5778770814409091,8,2,John 807,Delivery Rider,Mentakab,1
29,5510,23499,36,0.7493153551424344,6,2,Ahmad 808,Financial Advisor,Kuantan,1
46,7091,38016,12,0.9646904788284609,2,1,John 809,Grab Driver,Cameron Highlands,1
42,2103,5603,36,0.07356335421576565,2,2,Ahmad 810,Technician,Tanah Merah,1
50,3314,28773,36,0.05343460239101716,3,2,John 811,Clerk,Bukit Mertajam,1
63,6279,20937,24,0.9375503374073385,6,5,Ahmad 812,Software Engineer,Chukai,1
37,3549,13632,12,0.5298756255182061,6,2,John 813,Business Analyst,Chukai,1
46,5480,31607,48,0.6149030145669361,1,1,Ahmad 814,Customer Service Representative,Kampar,1
56,1700,27337,48,0.48242360159472886,4,0,John 815,Architect,Dungun,1
21,10431,1220,60,0.09365745260747449,6,2,Ahmad 816,Data Scientist,Kota Bharu,0
28,4460,47994,36,0.7680893784186665,6,3,John 817,Social Media Manager,Segamat,1
55,7387,5818,36,0.7472246450885869,5,1,Ahmad 818,Waiter,Besut,1
35,4326,8349,12,0.311703321492812,9,4,John 819,Operations Manager,Klang,1
42,5829,6618,48,0.3062392452284004,9,5,Ahmad 820,Dentist,Kajang,1
34,7983,28464,60,0.8378413809055185,7,1,John 821,Real Estate Agent,Tawau,1
46,7331,43624,12,0.07235725774132662,2,0,Ahmad 822,Architect,Bukit Mertajam,1
48,4591,38344,36,0.8811051483565658,0,1,John 823,Social Media Manager,Tawau,1
43,4729,19255,48,0.2566616898959144,2,4,Ahmad 824,Journalist,Iskandar Puteri,1
34,7007,25299,60,0.5929847477554939,1,5,John 825,Waiter,Tawau,1
44,9666,48975,24,0.9359941790017777,1,3,Ahmad 826,Teacher,Chukai,1
22,5384,2462,48,0.6781225015366464,1,4,John 827,Receptionist,Muar,0
46,8914,16905,60,0.4144298124670366,4,1,Ahmad 828,Factory Worker,Sungai Petani,1
34,4517,25920,12,0.6895342089054152,0,4,John 829,Nurse,Bayan Lepas,1
27,6903,17252,24,0.3439796363163702,9,1,Ahmad 830,Financial Advisor,Johor Bahru,1
23,7202,42004,60,0.27725841634918613,3,3,John 831,Dentist,Semporna,1
43,4180,41581,60,0.9966832779346797,9,3,Ahmad 832,Content Creator,Kota Bharu,1
63,3505,35836,36,0.7507902311797877,4,0,John 833,Civil Engineer,Keningau,1
38,7290,6753,48,0.6447199773818176,1,3,Ahmad 834,Accountant,Cameron Highlands,1
58,3936,41005,36,0.3552896432193188,4,2,John 835,Technician,Dungun,1
55,3211,15175,24,0.04916082915504816,9,4,Ahmad 836,Software Engineer,Kajang,1
35,3632,7191,60,0.03105687603515561,3,4,John 837,Lawyer,Jitra,1
45,3928,18898,36,0.5541812554487988,7,1,Ahmad 838,Civil Engineer,Melaka City,1
57,6713,19982,48,0.7620327210390511,0,3,John 839,Social Media Manager,Sibu,1
48,6030,15622,24,0.5373791904438551,4,0,Ahmad 840,Business Analyst,Chukai,1
30,6431,2001,12,0.8407850719391146,9,0,John 841,Architect,Langkawi,1
59,5842,48645,36,0.03342653309322163,0,0,Ahmad 842,Electrician,Kampar,1
37,3812,44000,24,0.3667520764259401,9,5,John 843,Mechanic,Kuala Terengganu,1
59,6394,24283,12,0.23707039117417805,9,2,Ahmad 844,Human Resources Manager,Kuantan,1
42,7364,22435,36,0.44727296815712203,3,3,John 845,Receptionist,Bukit Mertajam,1
46,6169,28223,24,0.07237639319412248,7,0,Ahmad 846,Financial Advisor,Nibong Tebal,1
64,5899,38244,24,0.9541316415710726,0,2,John 847,Police Officer,Tanah Merah,1
45,3465,31024,36,0.22325540106936093,1,4,Ahmad 848,Lawyer,Chukai,1
37,5423,31734,24,0.9223077754835848,0,1,John 849,Doctor,Ampang,1
33,3359,1515,60,0.4258931550366818,6,3,Ahmad 850,Software Engineer,Dungun,0
40,4951,46246,36,0.985524133255218,1,3,John 851,Waiter,Kuala Terengganu,1
45,1719,2191,24,0.5540583834602107,0,5,Ahmad 852,Mechanical Engineer,Pasir Mas,1
24,1734,33264,12,0.9308328641758075,5,4,John 853,Waiter,Klang,1
30,4617,44628,12,0.005348988694222845,5,3,Ahmad 854,Waiter,Cameron Highlands,1
23,3903,47216,60,0.7482388061809001,9,5,John 855,Director,Bentong,1
61,5213,7297,36,0.9030506531025154,1,5,Ahmad 856,Dentist,Sitiawan,1
38,4730,28856,24,0.13972056697895407,0,5,John 857,Police Officer,Kajang,1
56,5060,9334,24,0.09612585173215149,9,3,Ahmad 858,Grab Driver,Ampang,1
42,6217,25162,12,0.4245726071859556,2,3,John 859,Data Scientist,Langkawi,1
54,4073,7008,60,0.9336789061329351,9,3,Ahmad 860,Social Media Manager,Kulim,1
28,4561,8987,12,0.5423865601904387,4,2,John 861,Architect,Temerloh,1
60,7910,31966,12,0.5274564637217322,5,5,Ahmad 862,Grab Driver,Langkawi,1
64,5006,4332,60,0.14112611829932187,2,2,John 863,Teacher,Pasir Gudang,0
39,4641,1787,36,0.0007895110932187865,8,1,Ahmad 864,Human Resources Manager,Alor Gajah,0
62,5165,39990,24,0.8101400907454612,4,3,John 865,Data Scientist,Kangar,1
61,4677,10873,36,0.08757456298623822,1,4,Ahmad 866,Content Creator,Alor Gajah,1
57,3580,18006,48,0.633849818735324,9,0,John 867,Technician,Mersing,1
26,3003,21225,48,0.9146164545151915,5,1,Ahmad 868,Nurse,Langkawi,1
46,3473,37444,48,0.208651913158431,7,0,John 869,Data Scientist,Cameron Highlands,1
54,6745,36340,60,0.6652728362369108,5,0,Ahmad 870,Architect,Cameron Highlands,1
26,3740,40683,12,0.07869857670750946,3,3,John 871,Editor,Alor Setar,1
57,4690,6033,36,0.603755143837613,5,4,Ahmad 872,Editor,Port Dickson,1
53,6401,8788,24,0.16393172095320274,7,0,John 873,Architect,Port Dickson,0
42,4443,16689,48,0.735953560515178,7,5,Ahmad 874,Mechanic,Bukit Mertajam,1
41,6266,45220,36,0.3012312947939082,9,0,John 875,Architect,Bayan Lepas,1
26,1918,22598,48,0.46339100880464623,1,1,Ahmad 876,Mechanic,Sepang,1
26,4734,38480,48,0.5994305420276217,7,4,John 877,Chef,Batu Pahat,1
24,5157,30703,24,0.17127341066623958,5,4,Ahmad 878,Director,Kluang,1
50,5046,1066,60,0.7416378186176209,1,0,John 879,Business Analyst,Sepang,0
31,1700,49623,12,0.30264034063681455,0,4,Ahmad 880,Nurse,Miri,1
50,7406,46246,60,0.6623718599127535,5,1,John 881,Data Scientist,Kota Bharu,1
51,3290,8533,36,0.15828305069937365,6,1,Ahmad 882,Grab Driver,George Town,1
44,5670,16103,60,0.6881176592063503,9,1,John 883,Human Resources Manager,Dungun,1
29,5015,5616,36,0.12818807281046174,4,5,Ahmad 884,Operations Manager,Kuala Terengganu,1
23,7007,47045,36,0.4253564962699836,9,3,John 885,Plumber,Taiping,1
51,9374,39498,12,0.24720607373887682,7,0,Ahmad 886,Human Resources Manager,Seremban,1
60,2419,44492,24,0.7483752494281826,8,4,John 887,Customer Service Representative,Iskandar Puteri,1
57,3702,12772,12,0.26203500450687456,3,1,Ahmad 888,Director,Nilai,1
56,5378,24849,60,0.8817173063953962,6,0,John 889,Sales Executive,Shah Alam,1
44,2789,13940,36,0.8918202114066128,7,0,Ahmad 890,Chef,Pasir Gudang,1
51,6564,17932,48,0.19644131522278585,5,3,John 891,Electrician,Kota Tinggi,1
26,6686,30769,48,0.6138459450077243,1,5,Ahmad 892,Grab Driver,Chukai,1
22,6118,25648,36,0.08771764171996432,6,4,John 893,Pharmacist,Kota Kinabalu,1
40,5473,48411,12,0.3915370996016292,8,5,Ahmad 894,Doctor,Kuala Terengganu,1
48,7739,33966,24,0.7133217295012723,4,4,John 895,Journalist,Kulim,1
31,2688,28777,12,0.6594232468499163,1,1,Ahmad 896,Chef,Kangar,1
24,5130,33567,36,0.624700669406608,3,1,John 897,Lawyer,Temerloh,1
35,3522,18174,36,0.2825408636624436,2,0,Ahmad 898,Nurse,Dungun,1
26,6779,43598,24,0.378024949434402,3,4,John 899,Social Media Manager,Kuching,1
50,1700,14798,60,0.10294614470028618,9,4,Ahmad 900,Financial Advisor,Sungai Petani,1
58,4943,18558,60,0.719022820433601,6,5,John 901,Police Officer,Mentakab,1
22,5670,45237,24,0.5038887967912735,9,1,Ahmad 902,Financial Advisor,Batu Pahat,1
35,3105,1178,60,0.7087656323456546,7,2,John 903,Human Resources Manager,Ipoh,1
31,3747,21470,48,0.24894352479687276,0,0,Ahmad 904,Pharmacist,Muar,1
28,5030,18118,60,0.3244382286350662,7,4,John 905,Human Resources Manager,Mentakab,1
46,6910,23616,60,0.33421533726011465,4,3,Ahmad 906,Doctor,Kampar,1
64,2934,1798,60,0.0257424097472162,6,3,John 907,Nurse,Ipoh,0
25,3283,8601,48,0.34104787283062354,0,2,Ahmad 908,Marketing Manager,Jitra,1
26,7251,26363,60,0.8033045735180335,1,1,John 909,Factory Worker,Semporna,1
46,4454,3795,48,0.8972984957497385,0,1,Ahmad 910,Grab Driver,Gua Musang,1
24,3444,32926,24,0.5182183156359275,4,1,John 911,Human Resources Manager,Putrajaya,1
39,6457,46264,12,0.45550169521922024,5,5,Ahmad 912,Project Manager,Raub,1
40,4023,38356,24,0.030824618699370254,9,3,John 913,Social Media Manager,Langkawi,1
53,7054,8297,12,0.8792043375853826,8,1,Ahmad 914,Pharmacist,Kajang,1
40,3672,4084,24,0.013010213425872719,7,3,John 915,CEO,Kangar,0
32,4680,31329,12,0.9447500802102118,6,2,Ahmad 916,Waiter,Bentong,1
21,6889,12110,12,0.48921624868809066,4,0,John 917,Architect,Gua Musang,1
46,4547,1731,36,0.3419344935747266,2,5,Ahmad 918,Architect,Temerloh,0
34,6512,2129,12,0.9242184348426601,8,4,John 919,Nurse,Ampang,1
58,4868,29022,12,0.024390993110096737,4,2,Ahmad 920,Real Estate Agent,Klang,1
57,8963,2605,36,0.5814248948690871,2,3,John 921,Accountant,Bukit Mertajam,0
31,8137,12970,60,0.5489325244993376,2,2,Ahmad 922,Human Resources Manager,Melaka City,1
56,2343,44705,60,0.21932040121138208,2,4,John 923,Technician,Puchong,1
33,6044,45130,36,0.42888743135021057,5,5,Ahmad 924,Customer Service Representative,Kulim,1
63,3367,30265,48,0.6522640059437702,0,0,John 925,Project Manager,Kapit,1
23,5383,33330,12,0.7271311968819275,3,4,Ahmad 926,Receptionist,Sri Aman,1
53,5136,3933,12,0.0007168587065797816,7,5,John 927,Nurse,Miri,0
26,2889,16187,36,0.9368534300910153,2,3,Ahmad 928,Mechanic,Besut,1
30,7116,26791,36,0.1645253723928124,4,4,John 929,Project Manager,Iskandar Puteri,1
25,5406,25900,48,0.2335804342223592,1,2,Ahmad 930,Plumber,Sandakan,1
43,4430,6074,60,0.26347344569384823,1,1,John 931,Financial Advisor,Sri Aman,0
30,4123,47805,24,0.03782013655203531,6,2,Ahmad 932,Architect,Kajang,1
64,5279,27426,60,0.12305212359032491,9,3,John 933,Mechanical Engineer,Kota Tinggi,1
22,5815,40867,12,0.986349922944162,2,0,Ahmad 934,Graphic Designer,Seremban,1
33,4750,1893,36,0.31521673737728606,4,4,John 935,Pharmacist,Besut,0
60,1700,35158,48,0.11530109033904934,2,0,Ahmad 936,Architect,Kota Tinggi,0
22,5033,20773,60,0.10699126117462332,5,3,John 937,Waiter,Bentong,1
40,2117,5239,48,0.7194599676699719,9,4,Ahmad 938,Technician,Bintulu,1
21,4581,21863,60,0.8545686640326409,2,5,John 939,Sales Executive,Kajang,1
57,2190,4432,12,0.2569522995084699,7,5,Ahmad 940,Customer Service Representative,Semporna,1
29,2167,36139,24,0.02090951233523497,1,2,John 941,Sales Executive,Kota Tinggi,1
37,7470,2515,48,0.2230900184453558,2,2,Ahmad 942,Factory Worker,Sri Aman,0
29,4359,32670,48,0.056515690796757334,7,3,John 943,Human Resources Manager,Rawang,1
31,4206,49674,24,0.10339493663004151,7,5,Ahmad 944,Lawyer,Langkawi,1
35,5965,40094,48,0.43150811984764237,0,4,John 945,Editor,Alor Gajah,1
44,4258,15605,48,0.22991837086163258,7,5,Ahmad 946,Operations Manager,Melaka City,1
58,9207,6586,60,0.5159458785254234,9,2,John 947,Electrician,Ampang,0
55,4453,36685,60,0.25349375325719037,1,3,Ahmad 948,Software Engineer,Kota Bharu,1
50,5730,49669,24,0.9405373011029476,6,5,John 949,Teacher,Bayan Lepas,1
51,6941,32186,12,0.9059439679262645,5,3,Ahmad 950,Teacher,Kuala Kangsar,1
25,8204,27928,48,0.566806105010466,1,5,John 951,Clerk,Mersing,1
64,3515,33728,12,0.35442399198738617,4,0,Ahmad 952,Chef,Batu Pahat,1
34,4164,18551,24,0.38114688203473557,6,5,John 953,Human Resources Manager,George Town,1
31,7549,22493,24,0.41185228314449696,7,2,Ahmad 954,Nurse,Sepang,1
29,6620,21711,60,0.727579322134944,2,4,John 955,Waiter,Sri Aman,1
54,7150,21039,48,0.4516389955188379,0,2,Ahmad 956,Operations Manager,Kuala Lumpur,1
32,2262,37561,36,0.8567299465058974,6,2,John 957,Chef,Alor Setar,1
55,8095,10947,24,0.9440947859303646,4,2,Ahmad 958,Chef,Butterworth,1
